dataset,quantity,fit_method,lambda_K,n_points,Nint_min,Nint_max,alpha_best,y_inf,target,y_inf_minus_target,rms_fit,sse_fit,last2_half_range,method,tail_points,tail_enough,tail_err_contracting,tail_step_contracting,tail_sign_changes,tail_last_abs_err,tail_prev_abs_err,tail_last_step,tail_prev_step,tail_quasi_monotone,root_choice_summary,raw_n_vals,raw_y_vals
main_no_contact,A_K,plateau_0.12,0.0,3,32000.0,64000.0,0.25,0.07742593123533736,0.07957747154594767,-0.0021515403106103087,6.769484273089882e-05,1.3747775197083376e-08,0.00015657307939370702,powerlaw_gridsearch,3,True,True,False,1.0,5.619128967701559e-05,0.00025695486911039844,0.00031314615878741403,0.00011432582665461821,False,,32000;48000;64000,0.0799487522417;0.0798344264151;0.0795212802563
main_no_contact,a_nc_over_rc,plateau_0.12,0.0,3,32000.0,64000.0,0.25,0.9864952102067129,1.0,-0.013504789793287064,0.0004252486956013406,5.42509359331925e-07,0.0009831582472367706,powerlaw_gridsearch,3,True,True,False,1.0,0.00035312263348730166,0.0016131938609862395,0.001966316494473541,0.0007169168435361417,False,,32000;48000;64000,1.0023301107;1.00161319386;0.999646877367
shiftfree_postcheck,a_star_over_rc,plateau_0.12,0.0,3,32000.0,64000.0,0.25,0.9864952102067129,1.0,-0.013504789793287064,0.0004252486956013406,5.42509359331925e-07,0.0009831582472367706,powerlaw_gridsearch,3,True,True,False,1.0,0.00035312263348730166,0.0016131938609862395,0.001966316494473541,0.0007169168435361417,False,targeted_x_nc:3,32000;48000;64000,1.0023301107;1.00161319386;0.999646877367
shiftfree_postcheck,F_at_x1,plateau_0.12,0.0,3,32000.0,64000.0,0.25,0.02703705293486331,0.0,0.02703705293486331,0.0008506784824372884,2.1709616414454234e-06,0.0019675553438928683,powerlaw_gridsearch,3,True,True,False,1.0,0.0007061205713801977,0.003228990116405539,0.003935110687785737,0.001436660708534765,False,targeted_x_nc:3,32000;48000;64000,-0.00466565082494;-0.00322899011641;0.00070612057138
shiftfree_postcheck,a_star_over_rc,plateau_0.12,0.001,3,32000.0,64000.0,0.25,0.9866246140319925,1.0,-0.01337538596800747,0.0004211811634975116,5.321807174553528e-07,0.0009737456040901371,powerlaw_gridsearch,3,True,True,False,1.0,0.00034974788769703835,0.0015977433204832359,0.0019474912081802742,0.0007100328322264815,False,targeted_x_nc:3,32000;48000;64000,1.00230777615;1.00159774332;0.999650252112
shiftfree_postcheck,F_at_x1,plateau_0.12,0.001,3,32000.0,64000.0,0.25,0.02703705293486331,0.0,0.02703705293486331,0.0008506784824372884,2.1709616414454234e-06,0.0019675553438928683,powerlaw_gridsearch,3,True,True,False,1.0,0.0007061205713801977,0.003228990116405539,0.003935110687785737,0.001436660708534765,False,targeted_x_nc:3,32000;48000;64000,-0.00466565082494;-0.00322899011641;0.00070612057138
shiftfree_postcheck,a_star_over_rc,plateau_0.12,0.003,3,32000.0,64000.0,0.25,0.9868760989693358,1.0,-0.013123901030664187,0.00041327530369635664,5.123894299359474e-07,0.0009554518821565106,powerlaw_gridsearch,3,True,True,False,1.0,0.0003431881755822097,0.0015677155887308114,0.0019109037643130211,0.0006966563016757021,False,targeted_x_nc:3,32000;48000;64000,1.00226437189;1.00156771559;0.999656811824
shiftfree_postcheck,F_at_x1,plateau_0.12,0.003,3,32000.0,64000.0,0.25,0.02703705293486331,0.0,0.02703705293486331,0.0008506784824372884,2.1709616414454234e-06,0.0019675553438928683,powerlaw_gridsearch,3,True,True,False,1.0,0.0007061205713801977,0.003228990116405539,0.003935110687785737,0.001436660708534765,False,targeted_x_nc:3,32000;48000;64000,-0.00466565082494;-0.00322899011641;0.00070612057138
shiftfree_postcheck,a_star_over_rc,plateau_0.12,0.01,3,32000.0,64000.0,0.25,0.9876862289828705,1.0,-0.012313771017129493,0.0003877992400949639,4.5116475185469436e-07,0.0008965115755200093,powerlaw_gridsearch,3,True,True,False,1.0,0.0003220466853205428,0.0014709764657194757,0.0017930231510400185,0.0006535818168322827,False,targeted_x_nc:3,32000;48000;64000,1.00212455828;1.00147097647;0.999677953315
shiftfree_postcheck,F_at_x1,plateau_0.12,0.01,3,32000.0,64000.0,0.25,0.02703705293486331,0.0,0.02703705293486331,0.0008506784824372884,2.1709616414454234e-06,0.0019675553438928683,powerlaw_gridsearch,3,True,True,False,1.0,0.0007061205713801977,0.003228990116405539,0.003935110687785737,0.001436660708534765,False,targeted_x_nc:3,32000;48000;64000,-0.00466565082494;-0.00322899011641;0.00070612057138
